envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
184	1752000	1968000	1608000	1728000	1728000	1728000	
185	1749000	1965000	1605000	1725000	1725000	1725000	
186	1770000	1962000	1602000	1722000	1722000	1842000	
187	1791000	1959000	1599000	1839000	1719000	1839000	
188	1788000	1956000	1596000	1836000	1716000	1836000	
189	1809000	1953000	1593000	1833000	1713000	1953000	
190	1830000	1950000	1590000	1950000	1710000	1950000	
191	1827000	1947000	1587000	1947000	1707000	1947000	
192	1824000	1944000	1584000	1944000	1704000	1944000	
193	1821000	1941000	1581000	1941000	1701000	1941000	
194	1866000	1938000	1698000	2058000	1698000	1938000	
195	1863000	1935000	1695000	2055000	1695000	1935000	
196	1860000	1932000	1692000	2052000	1692000	1932000	
197	1881000	1929000	1809000	2049000	1689000	1929000	
198	1878000	1926000	1806000	2046000	1686000	1926000	
199	1875000	1923000	1803000	2043000	1683000	1923000	
200	1872000	1920000	1800000	2040000	1680000	1920000	
201	1893000	1917000	1797000	2037000	1677000	2037000	
202	1914000	2034000	1794000	2034000	1674000	2034000	
203	1911000	2031000	1791000	2031000	1671000	2031000	
204	1932000	2028000	1788000	2148000	1668000	2028000	
205	1953000	2025000	1785000	2145000	1665000	2145000	
206	1998000	2022000	1902000	2142000	1662000	2262000	
207	1995000	2019000	1899000	2139000	1659000	2259000	
208	2040000	2016000	2016000	2136000	1776000	2256000	
209	2037000	2013000	2013000	2133000	1773000	2253000	
210	2034000	2010000	2010000	2130000	1770000	2250000	
211	2055000	2007000	2007000	2127000	1887000	2247000	
212	2076000	2004000	2124000	2124000	1884000	2244000	
213	2097000	2121000	2121000	2121000	1881000	2241000	
214	2118000	2118000	2238000	2118000	1878000	2238000	
215	2115000	2115000	2235000	2115000	1875000	2235000	
216	2184000	2112000	2232000	2232000	1992000	2352000	
217	2205000	2109000	2349000	2229000	1989000	2349000	
218	2202000	2106000	2346000	2226000	1986000	2346000	
219	2199000	2103000	2343000	2223000	1983000	2343000	
220	2196000	2100000	2340000	2220000	1980000	2340000	
221	2217000	2097000	2337000	2217000	2097000	2337000	
222	2238000	2094000	2334000	2214000	2214000	2334000	
223	2259000	2091000	2331000	2211000	2331000	2331000	
224	2280000	2208000	2328000	2208000	2328000	2328000	
225	2277000	2205000	2325000	2205000	2325000	2325000	
226	2274000	2202000	2322000	2202000	2322000	2322000	
227	2271000	2199000	2319000	2199000	2319000	2319000	
228	2292000	2196000	2316000	2316000	2316000	2316000	
