envios	gan_sum	g1	g2	g3	g4	g5	gan_suavizada
140	1284000	1740000	1260000	1140000	1380000	9e+05	
141	1305000	1737000	1257000	1137000	1377000	1017000	
142	1302000	1734000	1254000	1134000	1374000	1014000	
143	1299000	1731000	1251000	1131000	1371000	1011000	
144	1296000	1728000	1248000	1128000	1368000	1008000	
145	1317000	1725000	1245000	1125000	1365000	1125000	
146	1338000	1842000	1242000	1122000	1362000	1122000	
147	1359000	1839000	1239000	1239000	1359000	1119000	
148	1356000	1836000	1236000	1236000	1356000	1116000	
149	1353000	1833000	1233000	1233000	1353000	1113000	
150	1374000	1830000	1230000	1350000	1350000	1110000	
151	1395000	1827000	1347000	1347000	1347000	1107000	
152	1392000	1824000	1344000	1344000	1344000	1104000	
153	1389000	1821000	1341000	1341000	1341000	1101000	
154	1386000	1818000	1338000	1338000	1338000	1098000	
155	1431000	1815000	1455000	1335000	1455000	1095000	
156	1452000	1812000	1452000	1332000	1452000	1212000	
157	1473000	1809000	1569000	1329000	1449000	1209000	
158	1470000	1806000	1566000	1326000	1446000	1206000	
159	1491000	1803000	1563000	1323000	1443000	1323000	
160	1488000	1800000	1560000	1320000	1440000	1320000	
161	1509000	1797000	1557000	1317000	1437000	1437000	
162	1554000	1794000	1554000	1314000	1554000	1554000	
163	1551000	1791000	1551000	1311000	1551000	1551000	
164	1572000	1788000	1548000	1428000	1548000	1548000	
165	1569000	1785000	1545000	1425000	1545000	1545000	
166	1614000	1782000	1662000	1422000	1662000	1542000	
167	1635000	1779000	1659000	1539000	1659000	1539000	
168	1632000	1776000	1656000	1536000	1656000	1536000	
169	1629000	1773000	1653000	1533000	1653000	1533000	
170	1626000	1770000	1650000	1530000	1650000	1530000	
171	1647000	1887000	1647000	1527000	1647000	1527000	
172	1668000	2004000	1644000	1524000	1644000	1524000	
173	1689000	2001000	1641000	1641000	1641000	1521000	
174	1710000	1998000	1638000	1638000	1758000	1518000	
175	1707000	1995000	1635000	1635000	1755000	1515000	
176	1728000	1992000	1632000	1632000	1752000	1632000	
177	1749000	1989000	1629000	1749000	1749000	1629000	
178	1770000	1986000	1626000	1746000	1866000	1626000	
179	1767000	1983000	1623000	1743000	1863000	1623000	
180	1764000	1980000	1620000	1740000	1860000	1620000	
181	1785000	1977000	1617000	1737000	1857000	1737000	
182	1830000	2094000	1614000	1734000	1854000	1854000	
183	1851000	2091000	1611000	1851000	1851000	1851000	
184	1896000	2088000	1608000	1848000	1968000	1968000	
185	1893000	2085000	1605000	1845000	1965000	1965000	
186	1962000	2082000	1722000	1842000	2082000	2082000	
187	2007000	2079000	1719000	1959000	2079000	2199000	
188	2004000	2076000	1716000	1956000	2076000	2196000	
189	2001000	2073000	1713000	1953000	2073000	2193000	
190	2022000	2070000	1830000	1950000	2070000	2190000	
191	2043000	2067000	1947000	1947000	2067000	2187000	
192	2040000	2064000	1944000	1944000	2064000	2184000	
193	2037000	2061000	1941000	1941000	2061000	2181000	
194	2058000	2058000	1938000	2058000	2058000	2178000	
195	2079000	2055000	2055000	2055000	2055000	2175000	
196	2124000	2052000	2172000	2172000	2052000	2172000	
197	2121000	2049000	2169000	2169000	2049000	2169000	
198	2118000	2046000	2166000	2166000	2046000	2166000	
199	2115000	2043000	2163000	2163000	2043000	2163000	
200	2136000	2040000	2280000	2160000	2040000	2160000	
201	2133000	2037000	2277000	2157000	2037000	2157000	
202	2178000	2034000	2394000	2274000	2034000	2154000	
203	2175000	2031000	2391000	2271000	2031000	2151000	
204	2172000	2028000	2388000	2268000	2028000	2148000	
205	2193000	2025000	2505000	2265000	2025000	2145000	
206	2190000	2022000	2502000	2262000	2022000	2142000	
207	2187000	2019000	2499000	2259000	2019000	2139000	
208	2184000	2016000	2496000	2256000	2016000	2136000	
209	2181000	2013000	2493000	2253000	2013000	2133000	
210	2202000	2130000	2490000	2250000	2010000	2130000	
211	2199000	2127000	2487000	2247000	2007000	2127000	
212	2196000	2124000	2484000	2244000	2004000	2124000	
213	2265000	2121000	2601000	2241000	2121000	2241000	
214	2286000	2118000	2718000	2238000	2118000	2238000	
215	2283000	2115000	2715000	2235000	2115000	2235000	
216	2280000	2112000	2712000	2232000	2112000	2232000	
217	2277000	2109000	2709000	2229000	2109000	2229000	
218	2322000	2226000	2706000	2226000	2226000	2226000	
219	2319000	2223000	2703000	2223000	2223000	2223000	
220	2364000	2220000	2820000	2220000	2220000	2340000	
221	2385000	2217000	2817000	2217000	2337000	2337000	
222	2382000	2214000	2814000	2214000	2334000	2334000	
223	2427000	2211000	2811000	2331000	2451000	2331000	
224	2448000	2328000	2808000	2328000	2448000	2328000	
225	2445000	2325000	2805000	2325000	2445000	2325000	
226	2466000	2442000	2802000	2322000	2442000	2322000	
227	2487000	2439000	2799000	2319000	2439000	2439000	
228	2484000	2436000	2796000	2316000	2436000	2436000	
229	2481000	2433000	2793000	2313000	2433000	2433000	
230	2478000	2430000	2790000	2310000	2430000	2430000	
231	2499000	2427000	2787000	2307000	2427000	2547000	
232	2520000	2424000	2784000	2424000	2424000	2544000	
233	2517000	2421000	2781000	2421000	2421000	2541000	
234	2538000	2418000	2778000	2418000	2538000	2538000	
235	2559000	2535000	2775000	2415000	2535000	2535000	
236	2604000	2532000	2772000	2412000	2652000	2652000	
237	2625000	2529000	2889000	2409000	2649000	2649000	
238	2646000	2526000	2886000	2526000	2646000	2646000	
239	2691000	2523000	2883000	2523000	2763000	2763000	
240	2712000	2520000	2880000	2640000	2760000	2760000	
241	2733000	2517000	2997000	2637000	2757000	2757000	
242	2730000	2514000	2994000	2634000	2754000	2754000	
243	2727000	2511000	2991000	2631000	2751000	2751000	
244	2748000	2628000	2988000	2628000	2748000	2748000	
245	2745000	2625000	2985000	2625000	2745000	2745000	
246	2742000	2622000	2982000	2622000	2742000	2742000	
247	2739000	2619000	2979000	2619000	2739000	2739000	
248	2784000	2616000	3096000	2616000	2856000	2736000	
249	2781000	2613000	3093000	2613000	2853000	2733000	
250	2826000	2730000	3090000	2730000	2850000	2730000	
251	2823000	2727000	3087000	2727000	2847000	2727000	
252	2820000	2724000	3084000	2724000	2844000	2724000	
253	2865000	2721000	3201000	2721000	2961000	2721000	
254	2862000	2718000	3198000	2718000	2958000	2718000	
255	2859000	2715000	3195000	2715000	2955000	2715000	
256	2880000	2832000	3192000	2712000	2952000	2712000	
257	2877000	2829000	3189000	2709000	2949000	2709000	
258	2898000	2946000	3186000	2706000	2946000	2706000	
259	2919000	2943000	3183000	2703000	3063000	2703000	
260	2964000	2940000	3300000	2700000	3180000	2700000	
261	2961000	2937000	3297000	2697000	3177000	2697000	
262	2958000	2934000	3294000	2694000	3174000	2694000	
263	2955000	2931000	3291000	2691000	3171000	2691000	
264	2952000	2928000	3288000	2688000	3168000	2688000	
265	2973000	2925000	3405000	2685000	3165000	2685000	
266	2970000	2922000	3402000	2682000	3162000	2682000	
267	2967000	2919000	3399000	2679000	3159000	2679000	
268	2964000	2916000	3396000	2676000	3156000	2676000	
269	3009000	2913000	3393000	2793000	3273000	2673000	
270	3030000	2910000	3390000	2910000	3270000	2670000	
271	3051000	2907000	3387000	3027000	3267000	2667000	
272	3048000	2904000	3384000	3024000	3264000	2664000	
273	3093000	2901000	3381000	3141000	3381000	2661000	
274	3162000	3018000	3498000	3138000	3378000	2778000	
275	3159000	3015000	3495000	3135000	3375000	2775000	
276	3180000	3012000	3492000	3132000	3372000	2892000	
277	3201000	3009000	3489000	3129000	3369000	3009000	
278	3198000	3006000	3486000	3126000	3366000	3006000	
279	3243000	3003000	3483000	3243000	3363000	3123000	
280	3288000	3e+06	3600000	3360000	3360000	3120000	
281	3309000	2997000	3597000	3357000	3357000	3237000	
282	3330000	2994000	3594000	3354000	3354000	3354000	
283	3351000	2991000	3591000	3471000	3351000	3351000	
284	3348000	2988000	3588000	3468000	3348000	3348000	
285	3369000	2985000	3585000	3465000	3465000	3345000	
286	3414000	2982000	3582000	3462000	3582000	3462000	
287	3459000	2979000	3579000	3579000	3699000	3459000	
288	3456000	2976000	3576000	3576000	3696000	3456000	
289	3501000	3093000	3573000	3573000	3693000	3573000	
290	3546000	3210000	3570000	3690000	3690000	3570000	
291	3543000	3207000	3567000	3687000	3687000	3567000	
292	3540000	3204000	3564000	3684000	3684000	3564000	
293	3561000	3201000	3561000	3681000	3681000	3681000	
294	3582000	3198000	3558000	3798000	3678000	3678000	
295	3579000	3195000	3555000	3795000	3675000	3675000	
296	3576000	3192000	3552000	3792000	3672000	3672000	
297	3573000	3189000	3549000	3789000	3669000	3669000	
298	3570000	3186000	3546000	3786000	3666000	3666000	
299	3567000	3183000	3543000	3783000	3663000	3663000	
300	3564000	3180000	3540000	3780000	3660000	3660000	
301	3561000	3177000	3537000	3777000	3657000	3657000	
302	3558000	3174000	3534000	3774000	3654000	3654000	
303	3555000	3171000	3531000	3771000	3651000	3651000	
304	3576000	3168000	3528000	3768000	3648000	3768000	
305	3573000	3165000	3525000	3765000	3645000	3765000	
306	3570000	3162000	3522000	3762000	3642000	3762000	
307	3567000	3159000	3519000	3759000	3639000	3759000	
308	3564000	3156000	3516000	3756000	3636000	3756000	
309	3609000	3153000	3633000	3753000	3633000	3873000	
310	3654000	3270000	3630000	3750000	3630000	3990000	
311	3651000	3267000	3627000	3747000	3627000	3987000	
312	3648000	3264000	3624000	3744000	3624000	3984000	
313	3645000	3261000	3621000	3741000	3621000	3981000	
314	3690000	3258000	3618000	3738000	3738000	4098000	
315	3711000	3255000	3615000	3855000	3735000	4095000	
316	3708000	3252000	3612000	3852000	3732000	4092000	
317	3705000	3249000	3609000	3849000	3729000	4089000	
318	3702000	3246000	3606000	3846000	3726000	4086000	
319	3699000	3243000	3603000	3843000	3723000	4083000	
320	3696000	3240000	3600000	3840000	3720000	4080000	
321	3693000	3237000	3597000	3837000	3717000	4077000	
322	3690000	3234000	3594000	3834000	3714000	4074000	
323	3687000	3231000	3591000	3831000	3711000	4071000	
324	3684000	3228000	3588000	3828000	3708000	4068000	
325	3681000	3225000	3585000	3825000	3705000	4065000	
326	3678000	3222000	3582000	3822000	3702000	4062000	
327	3747000	3339000	3699000	3939000	3699000	4059000	
328	3744000	3336000	3696000	3936000	3696000	4056000	
329	3765000	3333000	3693000	3933000	3693000	4173000	
330	3786000	3330000	3690000	4050000	3690000	4170000	
331	3831000	3447000	3687000	4047000	3807000	4167000	
332	3828000	3444000	3684000	4044000	3804000	4164000	
333	3849000	3441000	3681000	4161000	3801000	4161000	
334	3846000	3438000	3678000	4158000	3798000	4158000	
335	3867000	3435000	3675000	4155000	3915000	4155000	
336	3864000	3432000	3672000	4152000	3912000	4152000	
337	3861000	3429000	3669000	4149000	3909000	4149000	
338	3882000	3426000	3666000	4266000	3906000	4146000	
339	3903000	3423000	3663000	4263000	4023000	4143000	
340	3900000	3420000	3660000	4260000	4020000	4140000	
341	3897000	3417000	3657000	4257000	4017000	4137000	
342	3894000	3414000	3654000	4254000	4014000	4134000	
343	3891000	3411000	3651000	4251000	4011000	4131000	
